"applicantsCount","applyUrl","benefits/0","companyAddress/addressCountry","companyAddress/addressLocality","companyAddress/addressRegion","companyAddress/postalCode","companyAddress/streetAddress","companyAddress/type","companyDescription","companyEmployeesCount","companyLinkedinUrl","companyLogo","companyName","companySlogan","companyWebsite","descriptionHtml","descriptionText","employmentType","id","industries","inputUrl","jobFunction","jobPosterName","jobPosterPhoto","jobPosterProfileUrl","jobPosterTitle","link","location","postedAt","refId","salary","salaryInfo/0","seniorityLevel","title","trackingId"
"25","https://emp.jobylon.com/jobs/307266-pwc-sverige-senior-revisor-offentlig-sektor/?utm_source=linkedin","Be an early applicant","SE","Stockholm",,"113 97","Torsgatan 21","PostalAddress","PwC Sverige är marknadsledande inom revision och rådgivning med över 3 200 medarbetare runt om i landet – vi finns där du finns! Vårt syfte är att skapa förtroende i samhället och lösa viktiga problem och våra värderingar genomsyrar allt vi gör.

Vi är proaktiva rådgivare som drivs av att förstå dig och våra övriga 22 000 kunders verkliga behov och hitta lösningar på komplexa affärsutmaningar – oavsett vilken fas din verksamhet befinner sig i. Det som gör oss unika är att vi kombinerar den senaste tekniken och samverkan mellan våra specialister. Vi är en community of solvers som är med dig hela vägen!

PwC Sverige är en självständig och oberoende juridisk enhet som ingår i det globala PwC-nätverket med 370 000 medarbetare i 149 länder. Det gör att vi kan dela med oss av kunskaper och erfarenheter globalt och tillsammans leverera relevanta lösningar som skapar förtroende och långsiktigt hållbara värden för såväl våra kunder som samhället i stort.","2367","https://se.linkedin.com/company/pwc-sweden?trk=public_jobs_jserp-result_job-search-card-subtitle","https://media.licdn.com/dms/image/v2/D4D0BAQFwXWQsWajE-Q/company-logo_100_100/B4DZaB5be4G0AQ-/0/1745936038197/pwc_sweden_logo?e=1760572800&v=beta&t=2OJlO8Uc6phwtNPkH2zW7hbuHgKnF2qWU5Xf7oXd4SM","PwC Sweden","Marknadsledande inom revision och rådgivning med 3200 medarbetare runt om i landet","https://www.pwc.se","Nu söker vi en ny medarbetare till Assurance med inriktning mot offentlig sektor. Tillsammans med våra kunder får Du möjlighet att bidra till utveckling av vårt samhälle. Tjänsten kommer att erbjuda stora variationer på arbetsuppgifter men där huvudfokus är finansiell revision mot kommuner och regioner på såväl lokal som nationell nivå.<br><br>På PwC är vi engagerade rådgivare som arbetar med att bidra med vår kunskap i samhället. Vi förstår att erfarenhet och kunskap är värdefulla tillgångar, och därför är det viktigt för oss att du får bidra med din omfattande erfarenhet inom revision för att främja PwC:s utveckling. Tillsammans kan vi skapa en meningsfull och givande karriär för dig.<br><br><strong>Bli en del av PwC:s revisionsverksamhet<br><br></strong>Som medarbetare inom revision arbetar du med att identifiera risker, lösa komplexa revisionsfrågoranalysera data och dra slutsatser kring den information som våra kunder presenterar, både finansiell- och annan information. Du får arbeta i inspirerande och meningsfulla uppdrag där vårt arbete påverkar både våra kunders affär men också till att skapa förtroende i samhället. Du arbetar i en bred konsultroll, nära kunderna och får utveckla din förmåga att bygga relationer, lösa problem och förbättra affärsprocesser. Den digitala utvecklingen och ökade krav på transparens bidrar till att framtidens revision kommer att kräva mer mångfacetterad kunskap än tidigare vilket också ger en ökad möjlighet till specialisering.<br><br>Att arbeta som revisor kan se ut på flera olika sätt vilket innebär att du kan skapa din egen karriärväg. Du kan välja att bli kundansvarig eller fördjupa dig inom något specialistområde som exempelvis dataanalys, hållbarhetsrapportering, intern kontroll eller satsa på en karriär som ledare. Oavsett karriär arbetar vi mot ett gemensamt mål, att skapa långsiktigt hållbara resultat och värde för våra kunder och deras behov.<br><br>Läs mer om våra tjänsteområden inom revision<br><br><strong>Är du vår nya kollega inom revision mot offentlig sektor?<br><br></strong>För att trivas i rollen ser vi att ser vi att du är serviceinriktad och motiveras av att leverera resultat och att möta våra kunders förväntningar. Du kan snabbt läsa situationer och anpassa både beteenden och kommunikation i byggandet av kvalitativa och diversifierade relationer. Vidare verkar du med integritet genom att vara rak och tydlig i kommunikation och du är skicklig på att engagera andra. Du besitter en god analytisk förmåga och är lösningsorienterad. Du tycker om att lära dig nya saker samt är nyfiken på digitalisering och ny teknik för att kunna lösa kundernas behov. Du har sociala färdigheter och förmågan att skapa relationer och nätverk. Dessa färdigheter behövs för att kunna fungera bra med våra kunder, men är naturligtvis också viktiga för samarbetet inom vårt team. Slutligen ser vi att du är strukturerad, effektiv och organiserad i ditt arbete.<br><br><strong>Dina huvudsakliga arbetsuppgifter som revisor<br><br></strong>Som medarbetare inom Assurance skapar vi förtroende hos våra kunder och i samhället genom att säkerställa tillförlitligheten i finansiell information. Vi erbjuder tjänster inom till exempel finansiell revision och rådgivning till alla typer av företag och ideella organisationer. Dessutom identifierar vi områden som är risker och förbättringsmöjligheter samt jobbar nära kunderna för att antingen lösa eller implementera dessa. Den digitala utvecklingen och ökade krav på transparens bidrar till att framtidens revision kommer att kräva mer mångfacetterad kunskap än tidigare. Där vårt mål är att skapa långsiktigt hållbara resultat och värde för våra kunder och deras behov.<br><br>,<br><br><strong>Kvalifikationer för tjänsten<br><br></strong><ul><li>vid tjänstens tillträde har en avslutad universitets-/högskoleexamen inom ekonomi samt minst 1 års års erfarenhet av revision eller annan relevant erfarenhet</li><li>har ett intresse för offentlig sektor</li><li>goda språkkunskaper i svenska och engelska i tal och skrift</li><li>ett intresse av att utveckla dig inom rådgivning och revision<br><br></li></ul><strong>Placering:</strong> Gävle, Göteborg, Malmö, Kristianstad, Umeå eller Västerås<br><br><strong>Tillträde: </strong>Enligt överenskommelse<br><br><strong>Vi ber dig bifoga följande handlingar med din ansökan:<br><br></strong><ul><li>CV</li><li>Personligt brev (valfritt)<br><br></li></ul>Vi tror på att ha en rekryteringsprocess som gäller för alla. För att bidra till en opartisk och rättvis urvalsprocess inkluderar vi arbetspsykologiska tester.<br><br>Vi värdesätter det personliga mötet för att se vilket värde just du kan tillföra PwC men också vad vi kan erbjuda dig. Intervjuprocessen består vanligtvis av flera steg och olika typer av intervjuer. När du träffar HR, har du en kompetensbaserad intervju där vi tittar på personlighetstestet som du genomfört innan intervjun. Vid intervjun med verksamheten får du möjlighet att träffa det aktuella teamet för att gå igenom rollen.","Nu söker vi en ny medarbetare till Assurance med inriktning mot offentlig sektor. Tillsammans med våra kunder får Du möjlighet att bidra till utveckling av vårt samhälle. Tjänsten kommer att erbjuda stora variationer på arbetsuppgifter men där huvudfokus är finansiell revision mot kommuner och regioner på såväl lokal som nationell nivå.På PwC är vi engagerade rådgivare som arbetar med att bidra med vår kunskap i samhället. Vi förstår att erfarenhet och kunskap är värdefulla tillgångar, och därför är det viktigt för oss att du får bidra med din omfattande erfarenhet inom revision för att främja PwC:s utveckling. Tillsammans kan vi skapa en meningsfull och givande karriär för dig.Bli en del av PwC:s revisionsverksamhetSom medarbetare inom revision arbetar du med att identifiera risker, lösa komplexa revisionsfrågoranalysera data och dra slutsatser kring den information som våra kunder presenterar, både finansiell- och annan information. Du får arbeta i inspirerande och meningsfulla uppdrag där vårt arbete påverkar både våra kunders affär men också till att skapa förtroende i samhället. Du arbetar i en bred konsultroll, nära kunderna och får utveckla din förmåga att bygga relationer, lösa problem och förbättra affärsprocesser. Den digitala utvecklingen och ökade krav på transparens bidrar till att framtidens revision kommer att kräva mer mångfacetterad kunskap än tidigare vilket också ger en ökad möjlighet till specialisering.Att arbeta som revisor kan se ut på flera olika sätt vilket innebär att du kan skapa din egen karriärväg. Du kan välja att bli kundansvarig eller fördjupa dig inom något specialistområde som exempelvis dataanalys, hållbarhetsrapportering, intern kontroll eller satsa på en karriär som ledare. Oavsett karriär arbetar vi mot ett gemensamt mål, att skapa långsiktigt hållbara resultat och värde för våra kunder och deras behov.Läs mer om våra tjänsteområden inom revisionÄr du vår nya kollega inom revision mot offentlig sektor?För att trivas i rollen ser vi att ser vi att du är serviceinriktad och motiveras av att leverera resultat och att möta våra kunders förväntningar. Du kan snabbt läsa situationer och anpassa både beteenden och kommunikation i byggandet av kvalitativa och diversifierade relationer. Vidare verkar du med integritet genom att vara rak och tydlig i kommunikation och du är skicklig på att engagera andra. Du besitter en god analytisk förmåga och är lösningsorienterad. Du tycker om att lära dig nya saker samt är nyfiken på digitalisering och ny teknik för att kunna lösa kundernas behov. Du har sociala färdigheter och förmågan att skapa relationer och nätverk. Dessa färdigheter behövs för att kunna fungera bra med våra kunder, men är naturligtvis också viktiga för samarbetet inom vårt team. Slutligen ser vi att du är strukturerad, effektiv och organiserad i ditt arbete.Dina huvudsakliga arbetsuppgifter som revisorSom medarbetare inom Assurance skapar vi förtroende hos våra kunder och i samhället genom att säkerställa tillförlitligheten i finansiell information. Vi erbjuder tjänster inom till exempel finansiell revision och rådgivning till alla typer av företag och ideella organisationer. Dessutom identifierar vi områden som är risker och förbättringsmöjligheter samt jobbar nära kunderna för att antingen lösa eller implementera dessa. Den digitala utvecklingen och ökade krav på transparens bidrar till att framtidens revision kommer att kräva mer mångfacetterad kunskap än tidigare. Där vårt mål är att skapa långsiktigt hållbara resultat och värde för våra kunder och deras behov.,Kvalifikationer för tjänstenvid tjänstens tillträde har en avslutad universitets-/högskoleexamen inom ekonomi samt minst 1 års års erfarenhet av revision eller annan relevant erfarenhethar ett intresse för offentlig sektorgoda språkkunskaper i svenska och engelska i tal och skriftett intresse av att utveckla dig inom rådgivning och revisionPlacering: Gävle, Göteborg, Malmö, Kristianstad, Umeå eller VästeråsTillträde: Enligt överenskommelseVi ber dig bifoga följande handlingar med din ansökan:CVPersonligt brev (valfritt)Vi tror på att ha en rekryteringsprocess som gäller för alla. För att bidra till en opartisk och rättvis urvalsprocess inkluderar vi arbetspsykologiska tester.Vi värdesätter det personliga mötet för att se vilket värde just du kan tillföra PwC men också vad vi kan erbjuda dig. Intervjuprocessen består vanligtvis av flera steg och olika typer av intervjuer. När du träffar HR, har du en kompetensbaserad intervju där vi tittar på personlighetstestet som du genomfört innan intervjun. Vid intervjun med verksamheten får du möjlighet att träffa det aktuella teamet för att gå igenom rollen.","Full-time","4289250166","Business Consulting and Services","https://www.linkedin.com/jobs/search/?currentJobId=4291748162&geoId=105117694&keywords=Forensic%20accountant&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true","Accounting/Auditing and Finance",,,,,"https://se.linkedin.com/jobs/view/senior-revisor-offentlig-sektor-at-pwc-sverige-4289250166?refId=kjuncaE0bcAyGzwLSlq%2F7Q%3D%3D&trackingId=bjihx3%2FQa3Yv0jC59f1mdw%3D%3D&position=24&pageNum=0","Kristianstads kommun, Skåne County, Sweden","2025-08-21","kjuncaE0bcAyGzwLSlq/7Q==","","","Mid-Senior level","Senior revisor | Offentlig sektor","bjihx3/Qa3Yv0jC59f1mdw=="
"200","https://emp.jobylon.com/jobs/296350-pwc-sverige-junior-analysts-deals-and-corporate-finance/?utm_source=linkedin","Actively Hiring","SE","Stockholm",,"113 97","Torsgatan 21","PostalAddress","PwC Sverige är marknadsledande inom revision och rådgivning med över 3 200 medarbetare runt om i landet – vi finns där du finns! Vårt syfte är att skapa förtroende i samhället och lösa viktiga problem och våra värderingar genomsyrar allt vi gör.

Vi är proaktiva rådgivare som drivs av att förstå dig och våra övriga 22 000 kunders verkliga behov och hitta lösningar på komplexa affärsutmaningar – oavsett vilken fas din verksamhet befinner sig i. Det som gör oss unika är att vi kombinerar den senaste tekniken och samverkan mellan våra specialister. Vi är en community of solvers som är med dig hela vägen!

PwC Sverige är en självständig och oberoende juridisk enhet som ingår i det globala PwC-nätverket med 370 000 medarbetare i 149 länder. Det gör att vi kan dela med oss av kunskaper och erfarenheter globalt och tillsammans leverera relevanta lösningar som skapar förtroende och långsiktigt hållbara värden för såväl våra kunder som samhället i stort.","2367","https://se.linkedin.com/company/pwc-sweden?trk=public_jobs_jserp-result_job-search-card-subtitle","https://media.licdn.com/dms/image/v2/D4D0BAQFwXWQsWajE-Q/company-logo_100_100/B4DZaB5be4G0AQ-/0/1745936038197/pwc_sweden_logo?e=1760572800&v=beta&t=2OJlO8Uc6phwtNPkH2zW7hbuHgKnF2qWU5Xf7oXd4SM","PwC Sweden","Marknadsledande inom revision och rådgivning med 3200 medarbetare runt om i landet","https://www.pwc.se","Kickstart your career with one of the world's leading firms in audit and advisory. Whether your passion lies in sustainability, AI, or numbers, we offer opportunities for you to reach your full potential. At PwC, we are driven by creativity, experience, and the latest technology to generate value for our clients. Together, we strive towards shared goals: building trust, driving positive change, and creating long-term sustainable value. Do you want to be a part of our team?<br><br><strong>Join our Deals team<br><br></strong>As a member of PwC:s Deals team, you will support companies and their owners in acquisitions, divestments, restructuring and financing across various industries. We drive value for our clients across the entire transaction cycle, helping our clients move in the right direction and deal with complex business opportunities.<br><br>At PwC, we place a high value on your personal development – and you will have the opportunity to shape your own path based on your interests. We offer coaching, tailored training programs such as the international Edge graduate program, and a range of fun learning opportunities. A typical workday is varied, always involving close collaboration with your project team, as well as with our clients, to solve their challenges. We are committed to ensuring that our work not only benefits our clients and staff – but also contributes to a more sustainable society in the future.<br><br>Being part of Edge means that you’ll attend international networking and training events, and you will have the possibility to rotate and try other Corporate Finance business units during your first years. For our top talents there is also an opportunity to take part in an international exchange and work in another EMEA country.<br><br>Depending on your interests we now offer positions within the following business areas:<br><br><strong>Real Estate<br><br></strong>Real Estate is the market leader when it comes to property related transaction advisory. We offer services both within acquisitions advisory (Due Diligence) and sales advisory (M&amp;A). Real Estate also has a strong position when it comes to strategic advisory, financial modeling and valuations. Our clients are primarily international and domestic real estate funds, as well as large corporates and municipalities. Read more about Real Estate.<br><br><strong>Your main tasks as a junior analyst at Real Estate<br><br></strong><ul><li>Analysis of real estate investments and financial review of target companies</li><li>Assist in preparing due diligence reports and investment memorandums </li><li>Perform real estate valuations and build financial models<br><br></li></ul><strong>Transaction Services/Financial Due Diligence - Core<br><br></strong>At Financial Due Diligence (FDD), you will analyse a company's key value drivers to gain a deep understanding of its historical and projected financial performance. We primarily support large private equity and corporate clients in their transactions, enabling them to maximise value and understand key risks. Read more about Transaction Services/Financial Due Diligence.<br><br><strong>Your main tasks as a junior analyst at Transaction Services/Financial Due Diligence<br><br></strong><ul><li>Build data workflows to enable aggregation and analysis of complex data sets</li><li>Assist in preparing diligence reports containing key analytical findings<br><br></li></ul><strong>Transaction Services/Financial Due Diligence – Deal Analytics<br><br></strong>In Deal Analytics, you will leverage large datasets to drive insights in a deal environment. The focus is often on explaining historical top-line development and identifying underlying growth drivers. Work is conducted in parallel and in close collaboration with the Core FDD team. Read more about Transaction Services/Financial Due Diligence<br><br><strong>Your main tasks as a Junior Analyst in Deal Analytics:<br><br></strong><ul><li>Provide data-driven insights to be packaged and presented in financial due diligence reports.</li><li>Build workflows to aggregate, clean, and enhance large datasets.<br><br></li></ul><strong>Preferred Skills<br><br></strong><ul><li>Experience with Alteryx, Excel, Power BI, Python, or SQL.<br><br></li></ul><strong>Valuation &amp; Analytics<br><br></strong>Valuation &amp; Analytics work with a broad range of clients in private equity, corporates and the public sector, providing clients with support in business analysis and financial decisions. Our engagements include company valuations, financial modeling, incentive programs, financial arbitrations and other types of financial analysis. Read more about Valuation and Financial Analytics and Modeling.<br><br><strong>Your main tasks as a junior analyst at Valuation &amp; Analytics<br><br></strong><ul><li>Prepare and present business analysis and financial analysis of target companies as well as their markets </li><li>Work within our valuation models and assist in determining key valuation assumptions</li><li>Develop, adapt and review financial models for a wide variety of purposes, such as transactions, internal finance functions as well as portfolio and client analyses.<br><br></li></ul><strong>Mergers &amp; Acquisitions/Corporate Finance<br><br></strong>A career in our M&amp;A practice will provide you the opportunity to be part of the leading mid market M&amp;A advisor in Sweden. We have completed more transactions than anyone else in the market for 12 consecutive years. We act as lead financial advisors to entrepreneurs, private equity, and corporate clients throughout the entire divestiture process, from origination to deal completion. The team comprises 35 M&amp;A professionals in Sweden and 2,500 globally. Read more about M&amp;A.<br><br>As an M&amp;A associate, you are part of project teams of 4-5 individuals and your main tasks include assisting in the following;<br><br><ul><li>Conducting market and company research</li><li>Financial analysis and valuations</li><li>Producing pitch decks for potential new engagements</li><li>Producing marketing materials used during a sales process, including Teaser and Information Memorandum<br><br></li></ul><strong>Are you our new colleague </strong><strong>within Deals</strong><strong>?<br><br></strong>We believe it is important that you are trustworthy and that you are interested in establishing contacts and maintaining relations. You enjoy collaborating with others and you contribute with your enthusiasm and positive attitude. You will have a great advantage of strong analytical skills, ability to understand and navigate complexity and a passion for problem solving. And you will definitely succeed if you're curious, open-minded and have a humble and friendly attitude.<br><br><strong>Qualifications For The Position<br><br></strong><ul><li>Bachelor's degree in computer science (Deal analytics only), business, finance, industrial economics or engineering</li><li>You are comfortable in written and verbal professional communication in English</li><li>You are comfortable in written and verbal professional communication in Swedish (only for the Real Estate and Mergers &amp; Acquisitions team)<br><br></li></ul><strong>We would prefer if you have<br><br></strong><ul><li>Master's degree is highly meritorious</li><li>It is meriting if you have worked up to 2 years at a reputable consulting firm, private equity company, management consultancy firm, investment bank or similar. </li><li>It is also meriting if you had an internship in accounting or corporate finance<br><br></li></ul>,<br><br><strong>Start date<br><br></strong>January 2026, August 2026<br><br><strong>Please Attach The Following Documents To Your Application<br><br></strong><ul><li>CV</li><li>Cover letter</li><li>Transcript from university/college (add files in ""other"")</li><li>Specify in your application for which business area you are applying<br><br></li></ul><strong>Recruitment Process<br><br></strong>We believe in the strength of having a recruitment process that applies to everyone. As part of the selection, we use psychometric tests to ensure an objective, unbiased, and fair selection. The tests are the first step in our selection process. You will receive a link to these tests after we have received your application.<br><br>We value the personal meeting to understand the value you can bring to PwC and what we can offer you. The interview process usually consists of multiple stages and various types of interviews. When meeting with HR, you will have a competency-based interview where we examine the personality test you completed before the interview. During the interview with the business, you will have the opportunity to meet with the relevant team to discuss the role.","Kickstart your career with one of the world's leading firms in audit and advisory. Whether your passion lies in sustainability, AI, or numbers, we offer opportunities for you to reach your full potential. At PwC, we are driven by creativity, experience, and the latest technology to generate value for our clients. Together, we strive towards shared goals: building trust, driving positive change, and creating long-term sustainable value. Do you want to be a part of our team?Join our Deals teamAs a member of PwC:s Deals team, you will support companies and their owners in acquisitions, divestments, restructuring and financing across various industries. We drive value for our clients across the entire transaction cycle, helping our clients move in the right direction and deal with complex business opportunities.At PwC, we place a high value on your personal development – and you will have the opportunity to shape your own path based on your interests. We offer coaching, tailored training programs such as the international Edge graduate program, and a range of fun learning opportunities. A typical workday is varied, always involving close collaboration with your project team, as well as with our clients, to solve their challenges. We are committed to ensuring that our work not only benefits our clients and staff – but also contributes to a more sustainable society in the future.Being part of Edge means that you’ll attend international networking and training events, and you will have the possibility to rotate and try other Corporate Finance business units during your first years. For our top talents there is also an opportunity to take part in an international exchange and work in another EMEA country.Depending on your interests we now offer positions within the following business areas:Real EstateReal Estate is the market leader when it comes to property related transaction advisory. We offer services both within acquisitions advisory (Due Diligence) and sales advisory (M&amp;A). Real Estate also has a strong position when it comes to strategic advisory, financial modeling and valuations. Our clients are primarily international and domestic real estate funds, as well as large corporates and municipalities. Read more about Real Estate.Your main tasks as a junior analyst at Real EstateAnalysis of real estate investments and financial review of target companiesAssist in preparing due diligence reports and investment memorandums Perform real estate valuations and build financial modelsTransaction Services/Financial Due Diligence - CoreAt Financial Due Diligence (FDD), you will analyse a company's key value drivers to gain a deep understanding of its historical and projected financial performance. We primarily support large private equity and corporate clients in their transactions, enabling them to maximise value and understand key risks. Read more about Transaction Services/Financial Due Diligence.Your main tasks as a junior analyst at Transaction Services/Financial Due DiligenceBuild data workflows to enable aggregation and analysis of complex data setsAssist in preparing diligence reports containing key analytical findingsTransaction Services/Financial Due Diligence – Deal AnalyticsIn Deal Analytics, you will leverage large datasets to drive insights in a deal environment. The focus is often on explaining historical top-line development and identifying underlying growth drivers. Work is conducted in parallel and in close collaboration with the Core FDD team. Read more about Transaction Services/Financial Due DiligenceYour main tasks as a Junior Analyst in Deal Analytics:Provide data-driven insights to be packaged and presented in financial due diligence reports.Build workflows to aggregate, clean, and enhance large datasets.Preferred SkillsExperience with Alteryx, Excel, Power BI, Python, or SQL.Valuation &amp; AnalyticsValuation &amp; Analytics work with a broad range of clients in private equity, corporates and the public sector, providing clients with support in business analysis and financial decisions. Our engagements include company valuations, financial modeling, incentive programs, financial arbitrations and other types of financial analysis. Read more about Valuation and Financial Analytics and Modeling.Your main tasks as a junior analyst at Valuation &amp; AnalyticsPrepare and present business analysis and financial analysis of target companies as well as their markets Work within our valuation models and assist in determining key valuation assumptionsDevelop, adapt and review financial models for a wide variety of purposes, such as transactions, internal finance functions as well as portfolio and client analyses.Mergers &amp; Acquisitions/Corporate FinanceA career in our M&amp;A practice will provide you the opportunity to be part of the leading mid market M&amp;A advisor in Sweden. We have completed more transactions than anyone else in the market for 12 consecutive years. We act as lead financial advisors to entrepreneurs, private equity, and corporate clients throughout the entire divestiture process, from origination to deal completion. The team comprises 35 M&amp;A professionals in Sweden and 2,500 globally. Read more about M&amp;A.As an M&amp;A associate, you are part of project teams of 4-5 individuals and your main tasks include assisting in the following;Conducting market and company researchFinancial analysis and valuationsProducing pitch decks for potential new engagementsProducing marketing materials used during a sales process, including Teaser and Information MemorandumAre you our new colleague within Deals?We believe it is important that you are trustworthy and that you are interested in establishing contacts and maintaining relations. You enjoy collaborating with others and you contribute with your enthusiasm and positive attitude. You will have a great advantage of strong analytical skills, ability to understand and navigate complexity and a passion for problem solving. And you will definitely succeed if you're curious, open-minded and have a humble and friendly attitude.Qualifications For The PositionBachelor's degree in computer science (Deal analytics only), business, finance, industrial economics or engineeringYou are comfortable in written and verbal professional communication in EnglishYou are comfortable in written and verbal professional communication in Swedish (only for the Real Estate and Mergers &amp; Acquisitions team)We would prefer if you haveMaster's degree is highly meritoriousIt is meriting if you have worked up to 2 years at a reputable consulting firm, private equity company, management consultancy firm, investment bank or similar. It is also meriting if you had an internship in accounting or corporate finance,Start dateJanuary 2026, August 2026Please Attach The Following Documents To Your ApplicationCVCover letterTranscript from university/college (add files in ""other"")Specify in your application for which business area you are applyingRecruitment ProcessWe believe in the strength of having a recruitment process that applies to everyone. As part of the selection, we use psychometric tests to ensure an objective, unbiased, and fair selection. The tests are the first step in our selection process. You will receive a link to these tests after we have received your application.We value the personal meeting to understand the value you can bring to PwC and what we can offer you. The interview process usually consists of multiple stages and various types of interviews. When meeting with HR, you will have a competency-based interview where we examine the personality test you completed before the interview. During the interview with the business, you will have the opportunity to meet with the relevant team to discuss the role.","Full-time","4290642396","Business Consulting and Services","https://www.linkedin.com/jobs/search/?currentJobId=4291748162&geoId=105117694&keywords=Forensic%20accountant&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true","Other",,,,,"https://se.linkedin.com/jobs/view/junior-analysts-deals-and-corporate-finance-at-pwc-sverige-4290642396?refId=kjuncaE0bcAyGzwLSlq%2F7Q%3D%3D&trackingId=TKi8s4%2F5tF0yLO%2FRMNDrLw%3D%3D&position=25&pageNum=0","Stockholm, Stockholm County, Sweden","2025-08-25","kjuncaE0bcAyGzwLSlq/7Q==","","","Entry level","Junior Analysts | Deals and Corporate Finance","TKi8s4/5tF0yLO/RMNDrLw=="
