"applicantsCount","applyUrl","benefits/0","companyAddress/addressCountry","companyAddress/addressLocality","companyAddress/addressRegion","companyAddress/postalCode","companyAddress/streetAddress","companyAddress/type","companyDescription","companyEmployeesCount","companyLinkedinUrl","companyLogo","companyName","companySlogan","companyWebsite","descriptionHtml","descriptionText","employmentType","id","industries","inputUrl","jobFunction","link","location","postedAt","refId","salary","salaryInfo/0","salaryInfo/1","seniorityLevel","title","trackingId"
"25","https://careers.kpmg.it/job/Bologna-Senior-Cyber-Consultant-Firenze/792947702/","Be an early applicant","IT","Milano","Italia","20124","Via Vittor Pisani, 31","PostalAddress","KPMG è un Network globale di servizi professionali per le imprese leader nell’Audit, nell’Advisory e nei servizi di Tax & Legal. Presente in 146 paesi del mondo, con oltre 227mila professionisti, KPMG combina una capacità di copertura globale con la comprensione dei bisogni delle aziende a livello nazionale. 

Il Purpose di KPMG è quello di 'Ispirare fiducia e guidare il cambiamento'. Questo significa che la professionalità e le competenze dei nostri professionisti sono al servizio del mercato, delle aziende e degli investitori per assicurare elementi di Trust. 

In questa fase il nostro obiettivo è anche quello di aiutare le imprese pubbliche, private e non profit a gestire il cambiamento, soprattutto attraverso soluzioni e servizi che aiutano ad accelerare i loro percorsi di digital transformation e di sostenibilità. 

In Italia, KPMG è una realtà profondamente radicata nel tessuto economico e produttivo nazionale, con circa 5.000 professionisti, 25 sedi, oltre 6.000 clienti ed un portafoglio integrato di servizi che risponde alle principali priorità delle imprese di ogni dimensione e settore produttivo. ","5356","https://it.linkedin.com/company/kpmg-italy?trk=public_jobs_jserp-result_job-search-card-subtitle","https://media.licdn.com/dms/image/v2/D4D0BAQE_SHsI8wzpkQ/company-logo_100_100/company-logo_100_100/0/1719849816523/kpmg_italy_logo?e=1760572800&v=beta&t=taDNMZB4XBiU25lqK1pJUmo0rSnQEzkSqnSnLa820Vo","KPMG Italy","In Italia, da 60 anni, con circa 5.000 professionisti, KPMG è leader dei servizi professionali alle imprese.","http://www.kpmg.com/it","The chance to build a better future is right in front of you<br><br><strong>Do Work That Matters - Il tuo ruolo e le tue responsabilità<br><br></strong>Vuoi fare un lavoro che sia davvero significativo e di impatto? In KPMG avrai l’opportunità di aiutare i clienti, la società e i colleghi ad affrontare e risolvere le sfide più attuali e complesse. <strong>KPMG Advisory </strong>offre servizi di consulenza alle imprese per supportarle nella trasformazione del business model, nel miglioramento e nella digitalizzazione dei processi, nell'analisi e nella gestione dei rischi, nonché nelle operazioni di finanza straordinaria.<br><br>In particolare, entrando a far parte del Team di Cyber&amp;Tech Risk a Firenze e Bologna lavorerai con i nostri esperti di ICT security per aiutare i clienti ad affrontare i rischi informatici che minacciano il loro business. Collaborerai su progetti rilevanti per le aziende leader di mercato.<br><br>Nello specifico, ti occuperai di:<br><br><ul><li>Analizzare la sicurezza delle informazioni (politiche, modelli organizzativi, ecc.);</li><li>Gestire la continuità operativa e disaster recovery</li><li>Gestire gli accessi (IAM e IAG)</li><li>Gestire la privacy IT Compliance (ad es., protezione dei dati, decreto legislativo n. 231, crimine informatico e regolamenti della Banca d'Italia)</li><li>Analizzare dei dati di sicurezza</li><li>Re-ingegnerizzare i processi aziendali</li><li>Applicare i principali standard (ISO27001, COBIT, ITIL, ecc.)</li><li>Utilizzare strategie di sicurezza e valutazione dei rischi</li><li>Gestione del rischio e controllo nel campo IT</li><li>Valutazione della cybersecurity e delle vulnerabilità</li><li>Ethical hacking<br><br></li></ul>Sarai coinvolto in progetti sia nazionali che internazionali, collaborando con professionisti altamente qualificati, e lavorerai a stretto contatto con i nostri clienti del settore Financial Services, tra cui banche, assicurazioni e società di investimento, contribuendo alla gestione di rischi IT, governance, audit, privacy e sicurezza informatica.<br><br><strong>Come As You Are - Le tue competenze e caratteristiche<br><br></strong>Questa opportunità è perfetta per te se:<br><br><ul><li>Hai maturato 2-4 anni di esperienza in società di consulenza operanti in ambito cybersecurity, audit IT e compliance;</li><li>Hai una laurea in ingegneria informatica, ingegneria gestionale o in informatica e tecnologie dell'informazione;</li><li>Hai una consolidata esperienza nel modulo SAP FI maturata lavorando su progetti;</li><li>Hai un'ottima padronanza della lingua inglese, preferibilmente con esperienze di studio e/o lavoro all'estero;</li><li>Conosci i principali standard applicabili (ISO27001, COBIT, ITIL, ecc.);<br><br></li></ul><strong> Your Future With Us - Cosa troverai in KPMG <br><br></strong><ul><li>Un ambiente di lavoro inclusivo, equo e che rispetta, incoraggia e valorizza le diversità</li><li>Un contesto stimolante e dinamico che incentiva la creatività e il lavoro di squadra</li><li>Modalità di lavoro ibrida, per promuovere un sano equilibrio tra vita lavorativa e personale</li><li>Programmi di formazione e sviluppo avanzati per rimanere sempre aggiornati</li><li>Mindset internazionale e progettualità innovative</li><li>Iniziative incentrate sul benessere psicofisico<br><br></li></ul><strong>Together for Better – I nostri valori e il nostro impegno<br><br></strong>Leadership, lavoro in team, rispetto delle individualità, apprendimento continuo, trasparenza, impegno verso la comunità e integrità: questi sono i valori di KPMG che danno vita a un ambiente aperto allo scambio di idee e alla crescita personale e professionale.<br><br>Grazie all’impegno nel favorire un <strong>ambiente di lavoro inclusivo</strong>, il nostro Network risulta conforme agli standard dei requisiti ISO 30415, sul Sistema di Gestione per la Diversità e l’Inclusione, e UNI PdR 125, relativa alla parità di genere. Scopri tutte le nostre azioni nel nostro Impact Plan - Our Impact Plan (kpmg.com), che descrive le nostre iniziative su temi ambientali, sociali e di governance (ESG).<br><br><strong>Unisciti a noi!<br><br></strong>I tuoi dati saranno trattati nel pieno rispetto delle disposizioni del Regolamento (UE) n. 679/2016 (General Data Protection Regulation - ""GDPR"") e successive modifiche. Per ulteriori informazioni, consultare l'informativa sulla privacy di KPMG.<br><br>KPMG Advisory S.p.A. garantisce le pari opportunità.<br><br><strong>The opportunity to build a better future is right in front of you.<br><br></strong><strong>Do Work That Matters - Your Role And Responsibilities<br><br></strong>Do you want to do work that is truly meaningful and impactful? At KPMG, you will have the opportunity to help clients, society, and colleagues tackle and solve the most current and complex challenges. KPMG Advisory offers consulting services to businesses to support them in transforming their business models, improving and digitizing processes, analyzing and managing risks, as well as assisting in extraordinary finance operations.<br><br>Specifically, by joining the Cyber&amp;Tech Risk Team in Firenze e Bologna, you will work alongside our ICT security experts to help clients address the cybersecurity risks threatening their business. You will collaborate on significant projects for leading market companies.<br><br>In particular, you will be responsible for:<br><br><ul><li>Analyzing information security governance (policies, organizational models, etc.);</li><li>Managing business continuity and disaster recovery;</li><li>Managing identity access (IAM and IAG);</li><li>Ensuring IT compliance in privacy matters (e.g., data protection, Legislative Decree No. 231, cybercrime, and Bank of Italy regulations);</li><li>Analyzing security data;</li><li>Re-engineering business processes;</li><li>Applying the main standards (ISO27001, COBIT, ITIL, etc.);</li><li>Utilizing security strategies and conducting risk assessments;</li><li>Managing risk and control in the IT field;</li><li>Conducting cybersecurity and vulnerability assessments;</li><li>Practicing ethical hacking.<br><br></li></ul>You will be involved in both national and international projects, collaborating with highly qualified professionals and working closely with our clients in the financial services sector, including banks, insurance companies, and investment firms, contributing to the management of IT risks, governance, audit, privacy, and cybersecurity.<br><br><strong>Come As You Are - Your Skills And Characteristics<br><br></strong>This opportunity is perfect for you if:<br><br><ul><li>You have 2-4 years of experience in consulting firms operating in the fields of cybersecurity, IT audit, and compliance;</li><li>You hold a degree in computer engineering, management engineering, or information technology;</li><li>You possess solid experience in the SAP FI module gained through project work;</li><li>You have excellent proficiency in English, preferably supported by study and/or work experience abroad;</li><li>You are familiar with the main applicable standards (ISO27001, COBIT, ITIL, etc.).<br><br></li></ul><strong>Your Future With Us - What You Will Find at KPMG<br><br></strong><ul><li>An inclusive, equitable work environment that respects, encourages, and values diversity;</li><li>A stimulating and dynamic context that fosters creativity and teamwork;</li><li>Hybrid working modes to promote a healthy work-life balance;</li><li>Advanced training and development programs to stay up-to-date;</li><li>An international mindset and innovative projects;</li><li>Initiatives focused on physical and mental well-being.<br><br></li></ul><strong>Together for Better – Our Values and Commitment<br><br></strong>Leadership, teamwork, respect for individuality, continuous learning, transparency, community engagement, and integrity: these are KPMG's values that create an environment open to the exchange of ideas and personal and professional growth.<br><br>As a result of our commitment to fostering an <strong>inclusive work</strong> environment, our Network complies with the standards of the <strong>ISO 30415</strong> requirements, on the Diversity and Inclusion Management System, and <strong>UNI PdR 125</strong>, relating to gender equality.” Discover all our actions in our <strong>Impact Plan</strong> - Our Impact Plan (kpmg.com), which outlines our initiatives on environmental, social, and governance (ESG) issues.<br><br><strong>Join Us!<br><br></strong>Your data will be processed in full compliance with the provisions of Regulation (EU) No. 679/2016 (General Data Protection Regulation - ""GDPR"") and subsequent amendments. For further information, please refer to KPMG's privacy policy.<br><br>KPMG Advisory S.p.A. is an equal opportunity employer.<br><br>","The chance to build a better future is right in front of youDo Work That Matters - Il tuo ruolo e le tue responsabilitàVuoi fare un lavoro che sia davvero significativo e di impatto? In KPMG avrai l’opportunità di aiutare i clienti, la società e i colleghi ad affrontare e risolvere le sfide più attuali e complesse. KPMG Advisory offre servizi di consulenza alle imprese per supportarle nella trasformazione del business model, nel miglioramento e nella digitalizzazione dei processi, nell'analisi e nella gestione dei rischi, nonché nelle operazioni di finanza straordinaria.In particolare, entrando a far parte del Team di Cyber&amp;Tech Risk a Firenze e Bologna lavorerai con i nostri esperti di ICT security per aiutare i clienti ad affrontare i rischi informatici che minacciano il loro business. Collaborerai su progetti rilevanti per le aziende leader di mercato.Nello specifico, ti occuperai di:Analizzare la sicurezza delle informazioni (politiche, modelli organizzativi, ecc.);Gestire la continuità operativa e disaster recoveryGestire gli accessi (IAM e IAG)Gestire la privacy IT Compliance (ad es., protezione dei dati, decreto legislativo n. 231, crimine informatico e regolamenti della Banca d'Italia)Analizzare dei dati di sicurezzaRe-ingegnerizzare i processi aziendaliApplicare i principali standard (ISO27001, COBIT, ITIL, ecc.)Utilizzare strategie di sicurezza e valutazione dei rischiGestione del rischio e controllo nel campo ITValutazione della cybersecurity e delle vulnerabilitàEthical hackingSarai coinvolto in progetti sia nazionali che internazionali, collaborando con professionisti altamente qualificati, e lavorerai a stretto contatto con i nostri clienti del settore Financial Services, tra cui banche, assicurazioni e società di investimento, contribuendo alla gestione di rischi IT, governance, audit, privacy e sicurezza informatica.Come As You Are - Le tue competenze e caratteristicheQuesta opportunità è perfetta per te se:Hai maturato 2-4 anni di esperienza in società di consulenza operanti in ambito cybersecurity, audit IT e compliance;Hai una laurea in ingegneria informatica, ingegneria gestionale o in informatica e tecnologie dell'informazione;Hai una consolidata esperienza nel modulo SAP FI maturata lavorando su progetti;Hai un'ottima padronanza della lingua inglese, preferibilmente con esperienze di studio e/o lavoro all'estero;Conosci i principali standard applicabili (ISO27001, COBIT, ITIL, ecc.); Your Future With Us - Cosa troverai in KPMG Un ambiente di lavoro inclusivo, equo e che rispetta, incoraggia e valorizza le diversitàUn contesto stimolante e dinamico che incentiva la creatività e il lavoro di squadraModalità di lavoro ibrida, per promuovere un sano equilibrio tra vita lavorativa e personaleProgrammi di formazione e sviluppo avanzati per rimanere sempre aggiornatiMindset internazionale e progettualità innovativeIniziative incentrate sul benessere psicofisicoTogether for Better – I nostri valori e il nostro impegnoLeadership, lavoro in team, rispetto delle individualità, apprendimento continuo, trasparenza, impegno verso la comunità e integrità: questi sono i valori di KPMG che danno vita a un ambiente aperto allo scambio di idee e alla crescita personale e professionale.Grazie all’impegno nel favorire un ambiente di lavoro inclusivo, il nostro Network risulta conforme agli standard dei requisiti ISO 30415, sul Sistema di Gestione per la Diversità e l’Inclusione, e UNI PdR 125, relativa alla parità di genere. Scopri tutte le nostre azioni nel nostro Impact Plan - Our Impact Plan (kpmg.com), che descrive le nostre iniziative su temi ambientali, sociali e di governance (ESG).Unisciti a noi!I tuoi dati saranno trattati nel pieno rispetto delle disposizioni del Regolamento (UE) n. 679/2016 (General Data Protection Regulation - ""GDPR"") e successive modifiche. Per ulteriori informazioni, consultare l'informativa sulla privacy di KPMG.KPMG Advisory S.p.A. garantisce le pari opportunità.The opportunity to build a better future is right in front of you.Do Work That Matters - Your Role And ResponsibilitiesDo you want to do work that is truly meaningful and impactful? At KPMG, you will have the opportunity to help clients, society, and colleagues tackle and solve the most current and complex challenges. KPMG Advisory offers consulting services to businesses to support them in transforming their business models, improving and digitizing processes, analyzing and managing risks, as well as assisting in extraordinary finance operations.Specifically, by joining the Cyber&amp;Tech Risk Team in Firenze e Bologna, you will work alongside our ICT security experts to help clients address the cybersecurity risks threatening their business. You will collaborate on significant projects for leading market companies.In particular, you will be responsible for:Analyzing information security governance (policies, organizational models, etc.);Managing business continuity and disaster recovery;Managing identity access (IAM and IAG);Ensuring IT compliance in privacy matters (e.g., data protection, Legislative Decree No. 231, cybercrime, and Bank of Italy regulations);Analyzing security data;Re-engineering business processes;Applying the main standards (ISO27001, COBIT, ITIL, etc.);Utilizing security strategies and conducting risk assessments;Managing risk and control in the IT field;Conducting cybersecurity and vulnerability assessments;Practicing ethical hacking.You will be involved in both national and international projects, collaborating with highly qualified professionals and working closely with our clients in the financial services sector, including banks, insurance companies, and investment firms, contributing to the management of IT risks, governance, audit, privacy, and cybersecurity.Come As You Are - Your Skills And CharacteristicsThis opportunity is perfect for you if:You have 2-4 years of experience in consulting firms operating in the fields of cybersecurity, IT audit, and compliance;You hold a degree in computer engineering, management engineering, or information technology;You possess solid experience in the SAP FI module gained through project work;You have excellent proficiency in English, preferably supported by study and/or work experience abroad;You are familiar with the main applicable standards (ISO27001, COBIT, ITIL, etc.).Your Future With Us - What You Will Find at KPMGAn inclusive, equitable work environment that respects, encourages, and values diversity;A stimulating and dynamic context that fosters creativity and teamwork;Hybrid working modes to promote a healthy work-life balance;Advanced training and development programs to stay up-to-date;An international mindset and innovative projects;Initiatives focused on physical and mental well-being.Together for Better – Our Values and CommitmentLeadership, teamwork, respect for individuality, continuous learning, transparency, community engagement, and integrity: these are KPMG's values that create an environment open to the exchange of ideas and personal and professional growth.As a result of our commitment to fostering an inclusive work environment, our Network complies with the standards of the ISO 30415 requirements, on the Diversity and Inclusion Management System, and UNI PdR 125, relating to gender equality.” Discover all our actions in our Impact Plan - Our Impact Plan (kpmg.com), which outlines our initiatives on environmental, social, and governance (ESG) issues.Join Us!Your data will be processed in full compliance with the provisions of Regulation (EU) No. 679/2016 (General Data Protection Regulation - ""GDPR"") and subsequent amendments. For further information, please refer to KPMG's privacy policy.KPMG Advisory S.p.A. is an equal opportunity employer.","Full-time","4236567264","Business Consulting and Services","https://www.linkedin.com/jobs/search/?currentJobId=4222552131&geoId=103350119&keywords=Cybercrime&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true","Engineering and Information Technology","https://it.linkedin.com/jobs/view/senior-cyber-consultant-firenze-at-kpmg-italy-4236567264?refId=lD%2FG0kT%2BUKp1LrOGZIK9cg%3D%3D&trackingId=L8tr3HpNZQMC7srQLxIesw%3D%3D&position=19&pageNum=0","Florence, Tuscany, Italy","2025-08-22","lD/G0kT+UKp1LrOGZIK9cg==","","",,"Not Applicable","Senior Cyber Consultant - Firenze","L8tr3HpNZQMC7srQLxIesw=="
"25","https://cyberguru.factorial.it/apply/senior-software-developer-250924/?utm_source=linkedin&utm_medium=Limited%20listings","Be an early applicant","IT","Rome","Latium","00144","Viale della Grande Muraglia","PostalAddress","Cyber Guru is the first line of Cyber Security Awareness solutions that relies on the human factor to increase the level of security of individuals and organizations. Cyber Guru solutions use stimulating and educational learning paths to cater to those who do not hold specialist roles in the field of Cyber Security.

In Cyber Security, human behaviour can be a more effective deterrent than technology. The unaware behavior of an individual in his or her interaction with digital technologies and the Web can seriously jeopardize their safety and that of the organization.

Cyber Guru is a unique and highly effective offering that combats cybercrime by focusing on the human factor as the key to success.","139","https://it.linkedin.com/company/cyberguru-spa?trk=public_jobs_jserp-result_job-search-card-subtitle","https://media.licdn.com/dms/image/v2/C4E0BAQFPWxuXFfqn-A/company-logo_100_100/company-logo_100_100/0/1630596090068/cyberacademyitalia_logo?e=1760572800&v=beta&t=rzgymG9DjsIVQ_CZNVLpFdRoeJjJjJG0TZ0TpxocI0Y","Cyber Guru","Increase the level of cybersecurity by targeting the human factor!","https://www.cyberguru.io","<strong>Cyber Guru</strong>, con oltre <strong>1.000.000</strong> di utenti attivi nelle sue piattaforme, è il fornitore leader di Cyber Security Awareness Training nell'Europa meridionale. La nostra missione è quella di dotare i dipendenti delle conoscenze e delle competenze necessarie per riconoscere e contrastare le minacce informatiche, garantendo una solida cultura della sicurezza all'interno delle organizzazioni. Le nostre soluzioni vengono fornite tramite un modello Software-as-a-Service (SaaS), fornendo programmi di formazione scalabili e accessibili.<br><br>Per il nostro di Ricerca&amp;Sviluppo stiamo cercando un/a <strong>Senior</strong> <strong>Software Developer<br><br></strong>Il/la candidato/a ideale ha una mentalità orientata alla tecnologia AI, abitudine a programmare e iterare velocemente, che sappia sfruttare i moderni strumenti di intelligenza artificiale per trasformare le idee in codice funzionante in modo efficiente.<br><br>Lavorerai sulla nostra piattaforma di formazione sulla sicurezza informatica SaaS utilizzando Python, PHP, Node.js e architetture di microservizi, contribuendo sia alle funzionalità principali che all'evoluzione dell'infrastruttura.<br><br><strong>Principali responsabilità<br><br></strong><ul><li> Progettare e implementare funzionalità scalabili e microservizi per la piattaforma Cyber Guru utilizzando Python, PHP o Node.js.</li><li> Integrare e adottare strumenti e flussi di lavoro basati sull'intelligenza artificiale per semplificare lo sviluppo, la revisione del codice, il refactoring e la documentazione tecnica.</li><li> Collaborare con il team di livello 3 per indagare e risolvere problemi di produzione complessi.</li><li> Scrivere codice pulito, efficiente e ben testato in linea con le migliori pratiche di ingegneria.</li><li> Ottimizzare le prestazioni e l'affidabilità dei servizi in un ambiente di microservizi.</li><li> Gestire ed evolvere modelli di dati relazionali, in particolare su MySQL.</li><li> Contribuire alle discussioni sull'architettura e migliorare continuamente la progettazione del sistema.</li><li> Rimanere aggiornati sui nuovi framework, strumenti e tecniche di sviluppo basate sull'intelligenza artificiale.<br><br><br></li></ul><strong>Competenze richieste<br><br></strong><ul><li> Laurea triennale o magistrale in Informatica, Ingegneria o un campo correlato.</li><li> Solida esperienza nello sviluppo backend con Python, PHP o Node.js.</li><li> Familiarità con gli ambienti Linux e lo scripting per attività di automazione.</li><li> Esperienza di lavoro con Kafka o sistemi di messaggistica simili.</li><li> Ottima comprensione dei database relazionali, in particolare MySQL.</li><li> Conoscenza dei microservizi, delle API REST e degli ambienti containerizzati.</li><li> Competenza con Git e flussi di lavoro di sviluppo collaborativo.</li><li> Ottime capacità di risoluzione dei problemi e debug.<br><br><br></li></ul><strong>Nice To Have<br><br></strong><ul><li> Esperienza pratica nell'uso di strumenti di sviluppo assistiti dall'intelligenza artificiale (ad esempio GitHub Copilot, ChatGPT, Cody) in progetti reali.</li><li> Conoscenza di ML e LLM (prompting e RAG).</li><li> Familiarità con gli ambienti cloud (preferibilmente AWS), Docker o Kubernetes.</li><li> Comprensione dei database NoSQL, dell'architettura event-driven.<br><br><br></li></ul><strong>Competenze trasversali<br><br></strong><ul><li> Collaborativo: lavora bene all'interno di team agili e contesti interfunzionali.</li><li> Di mentalità aperta: accoglie con favore nuovi strumenti, paradigmi e apprendimento continuo.</li><li> Autonomo: è in grado di gestire i compiti in modo indipendente contribuendo al raggiungimento degli obiettivi del team.</li><li> Attento ai dettagli: si impegna per garantire la qualità e la manutenibilità del codice.</li><li> Innovativo: cerca modi migliori per risolvere i problemi e fornire valore.<br><br><br></li></ul><strong>Cosa offriamo<br><br></strong><ul><li> Opportunità di lavorare con una delle aziende leader nel settore della Cyber Security. </li><li>Un ambiente dinamico, collaborativo e in forte crescita.</li><li>Formazione continua e opportunità di sviluppo personale e professionale.</li><li>La possibilità di contribuire a un impatto significativo nella lotta al cybercrime.</li><li>modalità di lavoro ibrida</li><li>Sede di lavoro Roma</li><li>full time<br><br><br></li></ul>Per sapere di più sulla nostra azienda visita il nostro sito: www.cyberguru.it<br><br>La ricerca si rivolge a candidati ambosessi (D.Lgs. 198/2006); i candidati sono tenuti a leggere sul sito internet www.cyberguru.it l'informativa privacy (GDPR - Regolamento UE 2016/679).","Cyber Guru, con oltre 1.000.000 di utenti attivi nelle sue piattaforme, è il fornitore leader di Cyber Security Awareness Training nell'Europa meridionale. La nostra missione è quella di dotare i dipendenti delle conoscenze e delle competenze necessarie per riconoscere e contrastare le minacce informatiche, garantendo una solida cultura della sicurezza all'interno delle organizzazioni. Le nostre soluzioni vengono fornite tramite un modello Software-as-a-Service (SaaS), fornendo programmi di formazione scalabili e accessibili.Per il nostro di Ricerca&amp;Sviluppo stiamo cercando un/a Senior Software DeveloperIl/la candidato/a ideale ha una mentalità orientata alla tecnologia AI, abitudine a programmare e iterare velocemente, che sappia sfruttare i moderni strumenti di intelligenza artificiale per trasformare le idee in codice funzionante in modo efficiente.Lavorerai sulla nostra piattaforma di formazione sulla sicurezza informatica SaaS utilizzando Python, PHP, Node.js e architetture di microservizi, contribuendo sia alle funzionalità principali che all'evoluzione dell'infrastruttura.Principali responsabilità Progettare e implementare funzionalità scalabili e microservizi per la piattaforma Cyber Guru utilizzando Python, PHP o Node.js. Integrare e adottare strumenti e flussi di lavoro basati sull'intelligenza artificiale per semplificare lo sviluppo, la revisione del codice, il refactoring e la documentazione tecnica. Collaborare con il team di livello 3 per indagare e risolvere problemi di produzione complessi. Scrivere codice pulito, efficiente e ben testato in linea con le migliori pratiche di ingegneria. Ottimizzare le prestazioni e l'affidabilità dei servizi in un ambiente di microservizi. Gestire ed evolvere modelli di dati relazionali, in particolare su MySQL. Contribuire alle discussioni sull'architettura e migliorare continuamente la progettazione del sistema. Rimanere aggiornati sui nuovi framework, strumenti e tecniche di sviluppo basate sull'intelligenza artificiale.Competenze richieste Laurea triennale o magistrale in Informatica, Ingegneria o un campo correlato. Solida esperienza nello sviluppo backend con Python, PHP o Node.js. Familiarità con gli ambienti Linux e lo scripting per attività di automazione. Esperienza di lavoro con Kafka o sistemi di messaggistica simili. Ottima comprensione dei database relazionali, in particolare MySQL. Conoscenza dei microservizi, delle API REST e degli ambienti containerizzati. Competenza con Git e flussi di lavoro di sviluppo collaborativo. Ottime capacità di risoluzione dei problemi e debug.Nice To Have Esperienza pratica nell'uso di strumenti di sviluppo assistiti dall'intelligenza artificiale (ad esempio GitHub Copilot, ChatGPT, Cody) in progetti reali. Conoscenza di ML e LLM (prompting e RAG). Familiarità con gli ambienti cloud (preferibilmente AWS), Docker o Kubernetes. Comprensione dei database NoSQL, dell'architettura event-driven.Competenze trasversali Collaborativo: lavora bene all'interno di team agili e contesti interfunzionali. Di mentalità aperta: accoglie con favore nuovi strumenti, paradigmi e apprendimento continuo. Autonomo: è in grado di gestire i compiti in modo indipendente contribuendo al raggiungimento degli obiettivi del team. Attento ai dettagli: si impegna per garantire la qualità e la manutenibilità del codice. Innovativo: cerca modi migliori per risolvere i problemi e fornire valore.Cosa offriamo Opportunità di lavorare con una delle aziende leader nel settore della Cyber Security. Un ambiente dinamico, collaborativo e in forte crescita.Formazione continua e opportunità di sviluppo personale e professionale.La possibilità di contribuire a un impatto significativo nella lotta al cybercrime.modalità di lavoro ibridaSede di lavoro Romafull timePer sapere di più sulla nostra azienda visita il nostro sito: www.cyberguru.itLa ricerca si rivolge a candidati ambosessi (D.Lgs. 198/2006); i candidati sono tenuti a leggere sul sito internet www.cyberguru.it l'informativa privacy (GDPR - Regolamento UE 2016/679).","Full-time","4268603615","Computer and Network Security","https://www.linkedin.com/jobs/search/?currentJobId=4222552131&geoId=103350119&keywords=Cybercrime&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true","Engineering and Information Technology","https://it.linkedin.com/jobs/view/senior-software-developer-at-cyber-guru-4268603615?refId=lD%2FG0kT%2BUKp1LrOGZIK9cg%3D%3D&trackingId=gs5IoY53vpn8gsOjJ7CMxg%3D%3D&position=21&pageNum=0","Rome, Latium, Italy","2025-07-17","lD/G0kT+UKp1LrOGZIK9cg==","","",,"Not Applicable","Senior Software Developer","gs5IoY53vpn8gsOjJ7CMxg=="
